[D1][Apator Torun]

[1]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[2]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[3]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[4]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[5]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[6]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[7]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[8]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[9]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[10]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[11]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[12]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[13]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[14]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[15]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[16]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[17]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[18]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[19]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[20]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

[D4][WTS Sparta Wroclaw]

[1]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[2]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[3]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[4]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[5]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[6]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[7]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[8]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[9]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[10]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[11]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[12]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[13]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[14]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[15]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[16]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[17]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[18]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[19]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[20]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

[D5][Browar Witnica]

[1]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[2]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[3]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[4]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[5]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[6]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[7]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[8]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[9]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[10]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[11]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[12]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[13]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[14]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[15]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[16]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[17]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[18]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[19]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[20]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

[D6][Wlokniarz Zlomrex Czestochowa]

[1]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[2]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[3]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[4]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[5]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[6]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[7]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[8]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[9]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[10]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[11]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[12]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[13]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[14]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[15]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[16]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[17]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[18]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[19]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[20]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

[D7][GKM Grudziadz]

[1]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[2]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[3]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[4]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[5]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[6]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[7]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[8]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[9]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[10]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[11]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[12]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[13]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[14]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[15]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[16]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[17]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[18]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[19]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[20]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

[D8][Polonia Pila]

[1]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[2]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[3]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[4]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[5]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[6]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[7]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[8]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[9]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[10]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[11]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[12]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[13]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[14]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[15]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[16]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[17]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[18]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[19]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[20]	Anonymous Anonymous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
